customer_id,acquisition_date,acquisition_channel,platform,campaign_name,ad_set_name,ad_name,age_band,gender,hk_district,language_pref,plan_type,plan_category,monthly_arpu_hkd,contract_months,cross_sell_broadband,cross_sell_entertainment,cross_sell_device_financing,monthly_total_revenue_hkd,status,months_active,churn_date,realized_revenue_hkd,projected_ltv_24mo_hkd
CUST100297,2025-11-10,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Tsuen Wan,Cantonese,5G_Single_Standard,subscription,298,24,N,Y,N,376,churned,4,2026-03-10,1504,1504
CUST100298,2025-11-14,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,35-44,female,Sham Shui Po,Mandarin,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100299,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Wan Chai,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100300,2025-11-07,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Tai Po,English,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100301,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Tsuen Wan,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,Y,Y,676,active,5,,3380,21091.0
CUST100302,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,female,Kowloon City,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100303,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,female,Sham Shui Po,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100304,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Southern,Cantonese,5G_Single_Premium,subscription,488,24,Y,N,N,686,active,5,,3430,21403.0
CUST100305,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Wan Chai,Mandarin,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,2,2026-01-01,396,396
CUST100306,2025-11-14,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,female,Kwun Tong,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100307,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Islands,English,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100308,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Kowloon City,Mandarin,5G_Single_Premium,subscription,488,24,Y,N,N,686,active,5,,3430,21403.0
CUST100309,2025-11-09,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Kwun Tong,English,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100310,2025-11-09,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Southern,Mandarin,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100311,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Southern,English,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100312,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Wan Chai,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100313,2025-11-07,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Tuen Mun,Cantonese,5G_Single_Premium,subscription,488,24,Y,N,N,686,active,5,,3430,21403.0
CUST100314,2025-11-06,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,female,Southern,Cantonese,5G_Gamer_Unlimited,subscription,348,24,Y,Y,N,624,active,5,,3120,19469.0
CUST100315,2025-11-09,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Yuen Long,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100316,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Kowloon City,English,5G_Single_Premium,subscription,488,24,Y,N,N,686,active,5,,3430,21403.0
CUST100317,2025-11-13,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,female,Southern,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100318,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Southern,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100319,2025-11-12,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,North,English,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,churned,2,2026-01-11,852,852
CUST100320,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Tsuen Wan,English,5G_Single_Premium,subscription,488,24,N,N,N,488,churned,1,2025-12-03,488,488
CUST100321,2025-11-13,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Kowloon City,English,5G_Single_Standard,subscription,298,24,N,N,N,298,churned,3,2026-02-11,894,894
CUST100322,2025-11-13,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,25-34,female,Sha Tin,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100323,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,25-34,female,Sai Kung,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100324,2025-11-09,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Tai Po,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100325,2025-11-10,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Tsuen Wan,English,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100326,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,female,Central & Western,Mandarin,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100327,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Tai Po,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100328,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,female,Wan Chai,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100329,2025-11-07,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,35-44,male,Yuen Long,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100330,2025-11-09,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,25-34,female,Southern,Mandarin,5G_Single_Standard,subscription,298,24,N,Y,N,376,active,5,,1880,11731.0
CUST100331,2025-11-13,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,North,Cantonese,5G_Single_Premium,subscription,488,24,Y,N,N,686,active,5,,3430,21403.0
CUST100332,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Sha Tin,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100333,2025-11-01,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Tai Po,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100334,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,35-44,male,Yuen Long,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100335,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,female,Yuen Long,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100336,2025-11-06,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Yau Tsim Mong,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100337,2025-11-01,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Tuen Mun,Mandarin,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100338,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Tsuen Wan,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100339,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,35-44,male,Yau Tsim Mong,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100340,2025-11-11,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,male,Yuen Long,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100341,2025-11-11,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,female,Tuen Mun,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100342,2025-11-02,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,male,Southern,Mandarin,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100343,2025-11-03,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,male,Tsuen Wan,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100344,2025-11-06,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,male,Kwai Tsing,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100345,2025-11-02,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,female,Yuen Long,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100346,2025-11-13,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,male,Wong Tai Sin,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100347,2025-11-01,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,male,Yuen Long,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100348,2025-11-02,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,female,Kwai Tsing,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100349,2025-11-13,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,female,Tsuen Wan,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100350,2025-11-13,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,female,Wan Chai,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100351,2025-11-02,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,male,Wong Tai Sin,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100352,2025-11-04,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,55-64,male,Sham Shui Po,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100353,2025-11-07,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,55-64,female,Yuen Long,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100354,2025-11-07,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,male,Tsuen Wan,English,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100355,2025-11-11,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,female,Kowloon City,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100356,2025-11-13,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,female,Kowloon City,English,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100357,2025-11-13,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,55-64,male,Central & Western,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100358,2025-11-01,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,male,Sham Shui Po,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100359,2025-11-06,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,female,Central & Western,English,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100360,2025-11-02,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,female,Eastern,Mandarin,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100361,2025-11-08,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,55-64,male,Kowloon City,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100362,2025-11-04,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,55-64,male,Yuen Long,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100363,2025-11-07,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,female,Eastern,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,Y,168,repeat_purchase,1,,336,403.0
CUST100364,2025-11-10,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,female,Kowloon City,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100365,2025-11-06,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,male,Tai Po,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100366,2025-11-11,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,55-64,male,Sham Shui Po,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100367,2025-11-12,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,female,Southern,Mandarin,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100368,2025-11-02,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,male,Wong Tai Sin,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100369,2025-11-01,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,55-64,female,Wan Chai,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,Y,168,completed,0,,168,235.0
CUST100370,2025-11-04,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,male,Yau Tsim Mong,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100371,2025-11-02,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,female,Sham Shui Po,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100372,2025-11-09,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,male,Central & Western,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,Y,248,completed,0,,248,347.0
CUST100373,2025-11-09,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,male,Islands,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100374,2025-11-11,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,female,Kowloon City,English,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100375,2025-11-10,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,female,Wong Tai Sin,English,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100376,2025-11-02,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,female,Tsuen Wan,English,Roaming_Pass_7d,one-off,168,0,N,N,N,168,repeat_purchase,1,,336,403.0
CUST100377,2025-11-02,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,male,Tai Po,Mandarin,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100378,2025-11-10,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,55-64,male,Wan Chai,English,Roaming_Pass_7d,one-off,168,0,N,N,N,168,repeat_purchase,1,,336,403.0
CUST100379,2025-11-11,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,55-64,male,Kwai Tsing,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100380,2025-11-05,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,female,Tai Po,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100381,2025-11-11,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,male,Wong Tai Sin,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100382,2025-11-06,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,male,Wong Tai Sin,English,Roaming_Pass_7d,one-off,168,0,N,N,Y,168,completed,0,,168,235.0
CUST100383,2025-11-09,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,male,Tuen Mun,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100384,2025-11-08,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,male,North,Mandarin,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100385,2025-11-13,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,female,Central & Western,English,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100386,2025-11-02,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,female,Kwai Tsing,English,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100387,2025-11-05,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,male,Yau Tsim Mong,English,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100388,2025-11-12,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,male,Eastern,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,Y,168,repeat_purchase,1,,336,403.0
CUST100389,2025-11-08,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,male,Southern,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100390,2025-11-12,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,male,Tai Po,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,N,248,completed,0,,248,347.0
CUST100391,2025-11-01,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,45-54,female,Tsuen Wan,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,repeat_purchase,1,,336,403.0
CUST100392,2025-11-04,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,25-34,male,Sham Shui Po,Cantonese,Roaming_Pass_7d,one-off,168,0,N,N,N,168,completed,0,,168,235.0
CUST100393,2025-11-14,paid_social,meta,HK_RoamingPass_Asia_Q4_2025,Roaming_TravellersGoldenWeek_HK,RoamingPass_Asia_Video_v1_Canto,35-44,male,Kwai Tsing,Cantonese,Roaming_Pass_14d,one-off,248,0,N,N,Y,248,completed,0,,248,347.0
